[train_cell] cell=qwen2_5_3b__sdar__search_qa__s42
[train_cell] model_id=Qwen/Qwen2.5-3B-Instruct  baseline=sdar  seed=42
[train_cell] output_dir=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-028a5a50/qwen2_5_3b__sdar__search_qa__s42
[init] device=cuda  HAS_GPU=True  STEPS=150
[init] OUTPUT_DIR=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-028a5a50/qwen2_5_3b__sdar__search_qa__s42
[init] BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
Using the latest cached version of the dataset since nq_open couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'nq_open' at /home/sww35/openresearch/runs/.cache/hf/datasets/nq_open/nq_open/0.0.0/5dd9790a83002ad084ddeb7c420dc716852c6f28 (last modified on Fri May 29 16:34:02 2026).
[data] NQ-Open: loaded 256 examples
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/sww35/openresearch/runs/.cache/hf/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Fri May 29 16:48:26 2026).
[data] HotpotQA: loaded 256 examples
[data] Total examples: 512
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(

============================================================
[train] qwen2_5_3b | SDAR | seed=42
  opsd_enabled=True  gate_type=sigmoid
  BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
============================================================
  Loading student Qwen/Qwen2.5-3B-Instruct...
`torch_dtype` is deprecated! Use `dtype` instead!

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 36.68it/s]
  Student loaded. params=3.09B
  Loading teacher (frozen) Qwen/Qwen2.5-3B-Instruct...

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 44.64it/s]
  Teacher loaded (frozen).
  Running zero-shot sanity check...
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
  [sanity] zero-shot F1=0.0333 over 16 examples
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
  [qwen2_5_3b|sdar] step=1/150 loss=0.0406  reward=0.0493  gate_active=0.000  gate_mag=0.500  delta_t=0.000  t=6.0s
  [qwen2_5_3b|sdar] step=2/150 loss=0.0449  reward=0.0253  gate_active=0.265  gate_mag=0.456  delta_t=-0.041  t=5.6s
  [qwen2_5_3b|sdar] step=3/150 loss=0.0800  reward=0.0740  gate_active=0.279  gate_mag=0.447  delta_t=-0.015  t=5.8s
  [qwen2_5_3b|sdar] step=4/150 loss=0.0436  reward=0.0000  gate_active=0.240  gate_mag=0.447  delta_t=-0.059  t=5.7s
  [qwen2_5_3b|sdar] step=5/150 loss=0.0298  reward=0.0514  gate_active=0.256  gate_mag=0.474  delta_t=-0.064  t=5.7s
  [qwen2_5_3b|sdar] step=6/150 loss=0.0358  reward=0.0000  gate_active=0.326  gate_mag=0.468  delta_t=-0.040  t=5.6s
  [qwen2_5_3b|sdar] step=7/150 loss=0.0536  reward=0.0000  gate_active=0.306  gate_mag=0.477  delta_t=-0.021  t=5.8s
  [qwen2_5_3b|sdar] step=8/150 loss=0.0508  reward=0.0424  gate_active=0.255  gate_mag=0.440  delta_t=-0.034  t=5.7s
  [qwen2_5_3b|sdar] step=9/150 loss=0.0548  reward=0.0071  gate_active=0.165  gate_mag=0.410  delta_t=-0.098  t=5.7s
  [qwen2_5_3b|sdar] step=10/150 loss=0.0382  reward=0.2155  gate_active=0.138  gate_mag=0.439  delta_t=-0.045  t=5.7s
  [qwen2_5_3b|sdar] step=11/150 loss=0.0476  reward=0.0989  gate_active=0.225  gate_mag=0.426  delta_t=-0.145  t=5.7s
  [qwen2_5_3b|sdar] step=12/150 loss=0.0354  reward=0.0000  gate_active=0.321  gate_mag=0.436  delta_t=-0.377  t=5.6s
  [qwen2_5_3b|sdar] step=13/150 loss=0.0408  reward=0.0000  gate_active=0.135  gate_mag=0.430  delta_t=-0.067  t=5.7s
  [qwen2_5_3b|sdar] step=14/150 loss=0.0421  reward=0.0000  gate_active=0.375  gate_mag=0.461  delta_t=-0.061  t=5.6s
  [qwen2_5_3b|sdar] step=15/150 loss=0.0432  reward=0.0411  gate_active=0.154  gate_mag=0.365  delta_t=-0.271  t=5.6s
  [qwen2_5_3b|sdar] step=16/150 loss=0.0540  reward=0.0000  gate_active=0.193  gate_mag=0.430  delta_t=-0.091  t=5.7s
  [qwen2_5_3b|sdar] step=17/150 loss=0.0246  reward=0.0000  gate_active=0.126  gate_mag=0.433  delta_t=-0.079  t=5.7s
  [qwen2_5_3b|sdar] step=18/150 loss=0.0287  reward=0.0000  gate_active=0.227  gate_mag=0.430  delta_t=-0.210  t=5.7s
  [qwen2_5_3b|sdar] step=19/150 loss=0.0360  reward=0.0000  gate_active=0.138  gate_mag=0.375  delta_t=-0.203  t=5.8s
  [qwen2_5_3b|sdar] step=20/150 loss=0.0433  reward=0.0000  gate_active=0.186  gate_mag=0.397  delta_t=-0.084  t=6.0s
