[train_cell] cell=qwen3_1_7b__grpo_opsd__search_qa__s42
[train_cell] model_id=Qwen/Qwen3-1.7B  baseline=grpo_opsd  seed=42
[train_cell] output_dir=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-028a5a50/qwen3_1_7b__grpo_opsd__search_qa__s42
[init] device=cuda  HAS_GPU=True  STEPS=150
[init] OUTPUT_DIR=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-028a5a50/qwen3_1_7b__grpo_opsd__search_qa__s42
[init] BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
Using the latest cached version of the dataset since nq_open couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'nq_open' at /home/sww35/openresearch/runs/.cache/hf/datasets/nq_open/nq_open/0.0.0/5dd9790a83002ad084ddeb7c420dc716852c6f28 (last modified on Fri May 29 16:34:02 2026).
[data] NQ-Open: loaded 256 examples
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/sww35/openresearch/runs/.cache/hf/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Fri May 29 16:48:26 2026).
[data] HotpotQA: loaded 256 examples
[data] Total examples: 512
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(

============================================================
[train] qwen3_1_7b | GRPO_OPSD | seed=42
  opsd_enabled=True  gate_type=ones
  BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
============================================================
  Loading student Qwen/Qwen3-1.7B...
`torch_dtype` is deprecated! Use `dtype` instead!

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 62.08it/s]
  Student loaded. params=1.72B
  Loading teacher (frozen) Qwen/Qwen3-1.7B...

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 74.88it/s]
  Teacher loaded (frozen).
  Running zero-shot sanity check...
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
  [sanity] zero-shot F1=0.0552 over 16 examples
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
  [qwen3_1_7b|grpo_opsd] step=1/150 loss=0.0565  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=0.000  t=5.7s
  [qwen3_1_7b|grpo_opsd] step=2/150 loss=0.0579  reward=0.7500  gate_active=1.000  gate_mag=1.000  delta_t=-0.022  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=3/150 loss=0.0686  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.016  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=4/150 loss=0.0575  reward=0.1617  gate_active=1.000  gate_mag=1.000  delta_t=-0.104  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=5/150 loss=0.0493  reward=0.2500  gate_active=1.000  gate_mag=1.000  delta_t=-0.093  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=6/150 loss=0.0421  reward=0.0064  gate_active=1.000  gate_mag=1.000  delta_t=-0.085  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=7/150 loss=0.0406  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.154  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=8/150 loss=0.0510  reward=0.0243  gate_active=1.000  gate_mag=1.000  delta_t=-0.039  t=5.6s
  [qwen3_1_7b|grpo_opsd] step=9/150 loss=0.0661  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.065  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=10/150 loss=0.0495  reward=0.0139  gate_active=1.000  gate_mag=1.000  delta_t=-0.119  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=11/150 loss=0.0519  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.211  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=12/150 loss=0.0611  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.060  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=13/150 loss=0.0347  reward=0.0120  gate_active=1.000  gate_mag=1.000  delta_t=-0.215  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=14/150 loss=0.0571  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.223  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=15/150 loss=0.0572  reward=0.0060  gate_active=1.000  gate_mag=1.000  delta_t=-0.160  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=16/150 loss=0.0438  reward=0.0697  gate_active=1.000  gate_mag=1.000  delta_t=-0.176  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=17/150 loss=0.0475  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.238  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=18/150 loss=0.0521  reward=0.0088  gate_active=1.000  gate_mag=1.000  delta_t=-0.218  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=19/150 loss=0.0484  reward=0.0196  gate_active=1.000  gate_mag=1.000  delta_t=-0.282  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=20/150 loss=0.0368  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.311  t=5.6s
