[train_cell] cell=qwen3_1_7b__grpo_opsd__search_qa__s42
[train_cell] model_id=Qwen/Qwen3-1.7B  baseline=grpo_opsd  seed=42
[train_cell] output_dir=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-375eb3f2/qwen3_1_7b__grpo_opsd__search_qa__s42
[init] device=cuda  HAS_GPU=True  STEPS=150
[init] OUTPUT_DIR=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-375eb3f2/qwen3_1_7b__grpo_opsd__search_qa__s42
[init] BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
Using the latest cached version of the dataset since nq_open couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'nq_open' at /home/sww35/openresearch/runs/.cache/hf/datasets/nq_open/nq_open/0.0.0/5dd9790a83002ad084ddeb7c420dc716852c6f28 (last modified on Fri May 29 16:34:02 2026).
[data] NQ-Open: loaded 256 examples
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/sww35/openresearch/runs/.cache/hf/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Fri May 29 16:48:26 2026).
[data] HotpotQA: loaded 256 examples
[data] Total examples: 512
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(

============================================================
[train] qwen3_1_7b | GRPO_OPSD | seed=42
  opsd_enabled=True  gate_type=ones
  BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
============================================================
  Loading student Qwen/Qwen3-1.7B...
`torch_dtype` is deprecated! Use `dtype` instead!

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 63.73it/s]
  Student loaded. params=1.72B
  Loading teacher (frozen) Qwen/Qwen3-1.7B...

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 72.44it/s]
  Teacher loaded (frozen).
  Running zero-shot sanity check...
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
  [sanity] zero-shot F1=0.1309 over 16 examples
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
  [qwen3_1_7b|grpo_opsd] step=1/150 loss=0.0736  reward=0.2767  gate_active=1.000  gate_mag=1.000  t=3.3s
  [qwen3_1_7b|grpo_opsd] step=2/150 loss=0.0668  reward=0.1534  gate_active=1.000  gate_mag=1.000  t=2.7s
  [qwen3_1_7b|grpo_opsd] step=3/150 loss=0.0824  reward=0.0468  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=4/150 loss=0.0808  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=5/150 loss=0.1032  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=6/150 loss=0.0959  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=7/150 loss=0.0761  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=8/150 loss=0.0591  reward=0.0672  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=9/150 loss=0.0611  reward=0.0498  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=10/150 loss=0.0846  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=11/150 loss=0.0753  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=12/150 loss=0.0829  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=13/150 loss=0.0701  reward=0.0563  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=14/150 loss=0.0724  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=15/150 loss=0.0777  reward=0.0762  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=16/150 loss=0.0912  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=17/150 loss=0.0629  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=18/150 loss=0.0437  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=19/150 loss=0.0706  reward=0.0204  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=20/150 loss=0.0572  reward=0.0548  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=21/150 loss=0.0527  reward=0.0161  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=22/150 loss=0.0633  reward=0.0111  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=23/150 loss=0.0633  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=24/150 loss=0.0701  reward=0.1148  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=25/150 loss=0.0792  reward=0.0440  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=26/150 loss=0.0487  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=27/150 loss=0.0428  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=28/150 loss=0.0681  reward=0.0235  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=29/150 loss=0.0746  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=30/150 loss=0.0384  reward=0.6667  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=31/150 loss=0.0651  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=32/150 loss=0.0558  reward=0.0465  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=33/150 loss=0.0438  reward=1.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=34/150 loss=0.0358  reward=0.5500  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=35/150 loss=0.0331  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=36/150 loss=0.0446  reward=0.5000  gate_active=1.000  gate_mag=1.000  t=3.0s
  [qwen3_1_7b|grpo_opsd] step=37/150 loss=0.0225  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=38/150 loss=0.0474  reward=0.0480  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=39/150 loss=0.0645  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=40/150 loss=0.0271  reward=0.0385  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=41/150 loss=0.0609  reward=0.0941  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=42/150 loss=0.0360  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.9s
  [qwen3_1_7b|grpo_opsd] step=43/150 loss=0.0246  reward=0.1190  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=44/150 loss=0.0064  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=45/150 loss=0.0069  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.6s
  [qwen3_1_7b|grpo_opsd] step=46/150 loss=0.0112  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
  [qwen3_1_7b|grpo_opsd] step=47/150 loss=0.0049  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.4s
  [qwen3_1_7b|grpo_opsd] step=48/150 loss=0.0170  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.4s
  [qwen3_1_7b|grpo_opsd] step=49/150 loss=0.0055  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.4s
  [qwen3_1_7b|grpo_opsd] step=50/150 loss=0.0163  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.5s
  [qwen3_1_7b|grpo_opsd] step=51/150 loss=0.0137  reward=0.8571  gate_active=1.000  gate_mag=1.000  t=1.1s
  [qwen3_1_7b|grpo_opsd] step=52/150 loss=0.0046  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.1s
  [qwen3_1_7b|grpo_opsd] step=53/150 loss=0.0002  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=54/150 loss=0.0089  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.4s
  [qwen3_1_7b|grpo_opsd] step=55/150 loss=0.0542  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.1s
  [qwen3_1_7b|grpo_opsd] step=56/150 loss=0.0026  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.4s
  [qwen3_1_7b|grpo_opsd] step=57/150 loss=0.0058  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.4s
  [qwen3_1_7b|grpo_opsd] step=58/150 loss=0.0004  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=59/150 loss=0.0054  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
  [qwen3_1_7b|grpo_opsd] step=60/150 loss=0.0074  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=61/150 loss=0.0001  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=62/150 loss=0.0000  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=63/150 loss=0.0219  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=64/150 loss=0.0227  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=2.8s
  [qwen3_1_7b|grpo_opsd] step=65/150 loss=0.0034  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.1s
  [qwen3_1_7b|grpo_opsd] step=66/150 loss=0.0003  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=67/150 loss=0.0029  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=68/150 loss=0.0003  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=69/150 loss=0.0000  reward=0.4000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=70/150 loss=0.0110  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=71/150 loss=0.0052  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
  [qwen3_1_7b|grpo_opsd] step=72/150 loss=0.0068  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
  [qwen3_1_7b|grpo_opsd] step=73/150 loss=0.0056  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
  [qwen3_1_7b|grpo_opsd] step=74/150 loss=0.0105  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
  [qwen3_1_7b|grpo_opsd] step=75/150 loss=0.0031  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=76/150 loss=0.0190  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=77/150 loss=0.0090  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
  [qwen3_1_7b|grpo_opsd] step=78/150 loss=0.0083  reward=0.5000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=79/150 loss=0.0169  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.2s
  [qwen3_1_7b|grpo_opsd] step=80/150 loss=0.0155  reward=0.0000  gate_active=1.000  gate_mag=1.000  t=1.3s
