[train_cell] cell=qwen2_5_3b__sdar__search_qa__s42
[train_cell] model_id=Qwen/Qwen2.5-3B-Instruct  baseline=sdar  seed=42
[train_cell] output_dir=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-6385e7ee/cell_outputs/par_1780282741/qwen2_5_3b__sdar__search_qa__s42
[init] device=cuda  HAS_GPU=True  STEPS=150
[init] OUTPUT_DIR=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-6385e7ee/cell_outputs/par_1780282741/qwen2_5_3b__sdar__search_qa__s42
[init] BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
Using the latest cached version of the dataset since nq_open couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'nq_open' at /home/sww35/openresearch/runs/.cache/hf/datasets/nq_open/nq_open/0.0.0/5dd9790a83002ad084ddeb7c420dc716852c6f28 (last modified on Fri May 29 16:34:02 2026).
[data] NQ-Open: loaded 256 examples
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/sww35/openresearch/runs/.cache/hf/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Fri May 29 16:48:26 2026).
[data] HotpotQA: loaded 256 examples
[data] Total examples: 512
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(

============================================================
[train] qwen2_5_3b | SDAR | seed=42
  opsd_enabled=True  gate_type=sigmoid
  BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
============================================================
  Loading student Qwen/Qwen2.5-3B-Instruct...
`torch_dtype` is deprecated! Use `dtype` instead!

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 49.48it/s]
  Student loaded. params=3.09B
  Loading teacher (frozen) Qwen/Qwen2.5-3B-Instruct...

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 48.08it/s]
  Teacher loaded (frozen).
  Running zero-shot sanity check...
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
  [sanity] zero-shot F1=0.0199 over 16 examples
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
  [qwen2_5_3b|sdar] step=1/150 loss=0.0388  reward=0.0269  gate_active=0.000  gate_mag=0.500  delta_t=0.000  t=5.7s
  [qwen2_5_3b|sdar] step=2/150 loss=0.0391  reward=0.1703  gate_active=0.141  gate_mag=0.488  delta_t=-0.004  t=5.5s
  [qwen2_5_3b|sdar] step=3/150 loss=0.0491  reward=0.0039  gate_active=0.163  gate_mag=0.432  delta_t=-0.073  t=5.5s
  [qwen2_5_3b|sdar] step=4/150 loss=0.0526  reward=0.0000  gate_active=0.228  gate_mag=0.471  delta_t=-0.041  t=5.5s
  [qwen2_5_3b|sdar] step=5/150 loss=0.0507  reward=0.0179  gate_active=0.306  gate_mag=0.463  delta_t=-0.066  t=5.5s
  [qwen2_5_3b|sdar] step=6/150 loss=0.0409  reward=0.3333  gate_active=0.293  gate_mag=0.449  delta_t=-0.100  t=5.4s
  [qwen2_5_3b|sdar] step=7/150 loss=0.0453  reward=0.1396  gate_active=0.431  gate_mag=0.471  delta_t=-0.073  t=5.5s
  [qwen2_5_3b|sdar] step=8/150 loss=0.0440  reward=0.0000  gate_active=0.265  gate_mag=0.424  delta_t=-0.140  t=5.5s
  [qwen2_5_3b|sdar] step=9/150 loss=0.0391  reward=0.0000  gate_active=0.209  gate_mag=0.456  delta_t=-0.082  t=5.5s
  [qwen2_5_3b|sdar] step=10/150 loss=0.0504  reward=0.0376  gate_active=0.193  gate_mag=0.388  delta_t=-0.089  t=5.5s
  [qwen2_5_3b|sdar] step=11/150 loss=0.0492  reward=0.1250  gate_active=0.186  gate_mag=0.386  delta_t=-0.159  t=5.5s
  [qwen2_5_3b|sdar] step=12/150 loss=0.0529  reward=0.0000  gate_active=0.178  gate_mag=0.420  delta_t=-0.030  t=5.5s
  [qwen2_5_3b|sdar] step=13/150 loss=0.0334  reward=0.1875  gate_active=0.150  gate_mag=0.412  delta_t=-0.112  t=5.5s
  [qwen2_5_3b|sdar] step=14/150 loss=0.0407  reward=0.0000  gate_active=0.114  gate_mag=0.414  delta_t=-0.097  t=5.5s
  [qwen2_5_3b|sdar] step=15/150 loss=0.0517  reward=0.1977  gate_active=0.209  gate_mag=0.437  delta_t=-0.301  t=5.6s
  [qwen2_5_3b|sdar] step=16/150 loss=0.0508  reward=0.0118  gate_active=0.191  gate_mag=0.394  delta_t=-0.107  t=5.5s
  [qwen2_5_3b|sdar] step=17/150 loss=0.0418  reward=0.0473  gate_active=0.191  gate_mag=0.401  delta_t=-0.082  t=5.5s
  [qwen2_5_3b|sdar] step=18/150 loss=0.0346  reward=0.1917  gate_active=0.209  gate_mag=0.413  delta_t=-0.345  t=5.5s
  [qwen2_5_3b|sdar] step=19/150 loss=0.0392  reward=0.0383  gate_active=0.242  gate_mag=0.417  delta_t=-0.080  t=5.5s
  [qwen2_5_3b|sdar] step=20/150 loss=0.0398  reward=0.0622  gate_active=0.219  gate_mag=0.417  delta_t=-0.082  t=5.5s
  [qwen2_5_3b|sdar] step=21/150 loss=0.0406  reward=0.0000  gate_active=0.257  gate_mag=0.415  delta_t=-0.208  t=5.5s
  [qwen2_5_3b|sdar] step=22/150 loss=0.0415  reward=0.0000  gate_active=0.260  gate_mag=0.409  delta_t=-0.260  t=5.5s
  [qwen2_5_3b|sdar] step=23/150 loss=0.0439  reward=0.0000  gate_active=0.194  gate_mag=0.383  delta_t=-0.095  t=5.5s
  [qwen2_5_3b|sdar] step=24/150 loss=0.0452  reward=0.0652  gate_active=0.254  gate_mag=0.412  delta_t=-0.083  t=5.5s
  [qwen2_5_3b|sdar] step=25/150 loss=0.0429  reward=0.0000  gate_active=0.253  gate_mag=0.419  delta_t=-0.161  t=5.5s
  [qwen2_5_3b|sdar] step=26/150 loss=0.0417  reward=0.1250  gate_active=0.185  gate_mag=0.410  delta_t=-0.195  t=5.6s
  [qwen2_5_3b|sdar] step=27/150 loss=0.0387  reward=0.0000  gate_active=0.297  gate_mag=0.420  delta_t=-0.101  t=5.5s
  [qwen2_5_3b|sdar] step=28/150 loss=0.0401  reward=0.0000  gate_active=0.123  gate_mag=0.400  delta_t=-0.116  t=5.4s
  [qwen2_5_3b|sdar] step=29/150 loss=0.0295  reward=0.0000  gate_active=0.311  gate_mag=0.422  delta_t=-0.201  t=5.5s
  [qwen2_5_3b|sdar] step=30/150 loss=0.0232  reward=0.0000  gate_active=0.207  gate_mag=0.425  delta_t=-0.188  t=5.5s
  [qwen2_5_3b|sdar] step=31/150 loss=0.0284  reward=0.5000  gate_active=0.277  gate_mag=0.426  delta_t=-0.176  t=5.5s
  [qwen2_5_3b|sdar] step=32/150 loss=0.0272  reward=0.1066  gate_active=0.159  gate_mag=0.411  delta_t=-0.074  t=5.5s
  [qwen2_5_3b|sdar] step=33/150 loss=0.0190  reward=0.1250  gate_active=0.271  gate_mag=0.427  delta_t=-0.219  t=5.5s
  [qwen2_5_3b|sdar] step=34/150 loss=0.0284  reward=0.0000  gate_active=0.247  gate_mag=0.413  delta_t=-0.213  t=5.5s
  [qwen2_5_3b|sdar] step=35/150 loss=0.0252  reward=0.0000  gate_active=0.279  gate_mag=0.427  delta_t=-0.153  t=5.5s
  [qwen2_5_3b|sdar] step=36/150 loss=0.0359  reward=0.1875  gate_active=0.180  gate_mag=0.381  delta_t=-0.101  t=5.5s
