[train_cell] cell=qwen3_1_7b__grpo_opsd__search_qa__s42
[train_cell] model_id=Qwen/Qwen3-1.7B  baseline=grpo_opsd  seed=42
[train_cell] output_dir=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-6385e7ee/cell_outputs/par_1780282741/qwen3_1_7b__grpo_opsd__search_qa__s42
[init] device=cuda  HAS_GPU=True  STEPS=150
[init] OUTPUT_DIR=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-6385e7ee/cell_outputs/par_1780282741/qwen3_1_7b__grpo_opsd__search_qa__s42
[init] BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
Using the latest cached version of the dataset since nq_open couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'nq_open' at /home/sww35/openresearch/runs/.cache/hf/datasets/nq_open/nq_open/0.0.0/5dd9790a83002ad084ddeb7c420dc716852c6f28 (last modified on Fri May 29 16:34:02 2026).
[data] NQ-Open: loaded 256 examples
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/sww35/openresearch/runs/.cache/hf/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Fri May 29 16:48:26 2026).
[data] HotpotQA: loaded 256 examples
[data] Total examples: 512
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(

============================================================
[train] qwen3_1_7b | GRPO_OPSD | seed=42
  opsd_enabled=True  gate_type=ones
  BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
============================================================
  Loading student Qwen/Qwen3-1.7B...
`torch_dtype` is deprecated! Use `dtype` instead!

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 74.56it/s]
  Student loaded. params=1.72B
  Loading teacher (frozen) Qwen/Qwen3-1.7B...

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 69.57it/s]
  Teacher loaded (frozen).
  Running zero-shot sanity check...
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
  [sanity] zero-shot F1=0.0870 over 16 examples
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
  [qwen3_1_7b|grpo_opsd] step=1/150 loss=0.0609  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=0.000  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=2/150 loss=0.0646  reward=0.1654  gate_active=1.000  gate_mag=1.000  delta_t=-0.024  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=3/150 loss=0.0563  reward=0.8750  gate_active=1.000  gate_mag=1.000  delta_t=-0.052  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=4/150 loss=0.0533  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.036  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=5/150 loss=0.0527  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.052  t=5.4s
  [qwen3_1_7b|grpo_opsd] step=6/150 loss=0.0601  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.220  t=5.4s
  [qwen3_1_7b|grpo_opsd] step=7/150 loss=0.0556  reward=0.0281  gate_active=1.000  gate_mag=1.000  delta_t=-0.122  t=5.4s
  [qwen3_1_7b|grpo_opsd] step=8/150 loss=0.0489  reward=0.0244  gate_active=1.000  gate_mag=1.000  delta_t=-0.141  t=5.4s
  [qwen3_1_7b|grpo_opsd] step=9/150 loss=0.0637  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.096  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=10/150 loss=0.0543  reward=0.0029  gate_active=1.000  gate_mag=1.000  delta_t=-0.072  t=5.4s
  [qwen3_1_7b|grpo_opsd] step=11/150 loss=0.0590  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.117  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=12/150 loss=0.0454  reward=0.1573  gate_active=1.000  gate_mag=1.000  delta_t=-0.020  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=13/150 loss=0.0557  reward=0.0605  gate_active=1.000  gate_mag=1.000  delta_t=-0.055  t=5.2s
  [qwen3_1_7b|grpo_opsd] step=14/150 loss=0.0576  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.091  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=15/150 loss=0.0557  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.141  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=16/150 loss=0.0548  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.203  t=5.5s
  [qwen3_1_7b|grpo_opsd] step=17/150 loss=0.0518  reward=0.0000  gate_active=1.000  gate_mag=1.000  delta_t=-0.207  t=5.4s
  [qwen3_1_7b|grpo_opsd] step=18/150 loss=0.0499  reward=0.0378  gate_active=1.000  gate_mag=1.000  delta_t=-0.265  t=5.3s
  [qwen3_1_7b|grpo_opsd] step=19/150 loss=0.0399  reward=0.1042  gate_active=1.000  gate_mag=1.000  delta_t=-0.169  t=5.3s
