[train_cell] cell=qwen3_1_7b__sdar__search_qa__s42
[train_cell] model_id=Qwen/Qwen3-1.7B  baseline=sdar  seed=42
[train_cell] output_dir=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-86fbb2d1/qwen3_1_7b__sdar__search_qa__s42
[init] device=cuda  HAS_GPU=True  STEPS=150
[init] OUTPUT_DIR=/home/sww35/openresearch/runs/prj_09047604e591d969/code/outputs/prj_09047604e591d969-86fbb2d1/qwen3_1_7b__sdar__search_qa__s42
[init] BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
Using the latest cached version of the dataset since nq_open couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'nq_open' at /home/sww35/openresearch/runs/.cache/hf/datasets/nq_open/nq_open/0.0.0/5dd9790a83002ad084ddeb7c420dc716852c6f28 (last modified on Fri May 29 16:34:02 2026).
[data] NQ-Open: loaded 256 examples
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/sww35/openresearch/runs/.cache/hf/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Fri May 29 16:48:26 2026).
[data] HotpotQA: loaded 256 examples
[data] Total examples: 512
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(

============================================================
[train] qwen3_1_7b | SDAR | seed=42
  opsd_enabled=True  gate_type=sigmoid
  BETA=10.0  LAMBDA=0.1  CLIP_EPS=0.2  ALPHA_KL=0.01
============================================================
  Loading student Qwen/Qwen3-1.7B...
`torch_dtype` is deprecated! Use `dtype` instead!

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 71.99it/s]
  Student loaded. params=1.72B
  Loading teacher (frozen) Qwen/Qwen3-1.7B...

Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00, 69.21it/s]
  Teacher loaded (frozen).
  Running zero-shot sanity check...
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
  [sanity] zero-shot F1=0.0279 over 16 examples
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/torch/utils/checkpoint.py:87: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
  [qwen3_1_7b|sdar] step=1/150 loss=0.0458  reward=0.0000  gate_active=0.000  gate_mag=0.500  t=3.3s
  [qwen3_1_7b|sdar] step=2/150 loss=0.0183  reward=0.0513  gate_active=0.216  gate_mag=0.483  t=3.0s
  [qwen3_1_7b|sdar] step=3/150 loss=0.0281  reward=0.0000  gate_active=0.473  gate_mag=0.498  t=3.0s
  [qwen3_1_7b|sdar] step=4/150 loss=0.0380  reward=0.0588  gate_active=0.340  gate_mag=0.507  t=3.0s
  [qwen3_1_7b|sdar] step=5/150 loss=0.0272  reward=0.0000  gate_active=0.591  gate_mag=0.518  t=2.9s
  [qwen3_1_7b|sdar] step=6/150 loss=0.0207  reward=0.0000  gate_active=0.442  gate_mag=0.493  t=3.0s
  [qwen3_1_7b|sdar] step=7/150 loss=0.0415  reward=0.0000  gate_active=0.241  gate_mag=0.455  t=3.0s
  [qwen3_1_7b|sdar] step=8/150 loss=0.0497  reward=0.0000  gate_active=0.200  gate_mag=0.453  t=3.1s
  [qwen3_1_7b|sdar] step=9/150 loss=0.0197  reward=0.0627  gate_active=0.516  gate_mag=0.498  t=3.1s
  [qwen3_1_7b|sdar] step=10/150 loss=0.0333  reward=0.0000  gate_active=0.451  gate_mag=0.509  t=3.0s
  [qwen3_1_7b|sdar] step=11/150 loss=0.0211  reward=0.1250  gate_active=0.279  gate_mag=0.447  t=2.9s
  [qwen3_1_7b|sdar] step=12/150 loss=0.0123  reward=0.0566  gate_active=0.383  gate_mag=0.462  t=3.1s
  [qwen3_1_7b|sdar] step=13/150 loss=0.0417  reward=0.0000  gate_active=0.346  gate_mag=0.461  t=3.1s
  [qwen3_1_7b|sdar] step=14/150 loss=0.0165  reward=0.0573  gate_active=0.235  gate_mag=0.437  t=2.9s
  [qwen3_1_7b|sdar] step=15/150 loss=0.0468  reward=0.0125  gate_active=0.216  gate_mag=0.437  t=3.0s
  [qwen3_1_7b|sdar] step=16/150 loss=0.0095  reward=0.0453  gate_active=0.175  gate_mag=0.450  t=3.1s
  [qwen3_1_7b|sdar] step=17/150 loss=0.0407  reward=0.0712  gate_active=0.233  gate_mag=0.451  t=3.0s
  [qwen3_1_7b|sdar] step=18/150 loss=0.0242  reward=0.0000  gate_active=0.500  gate_mag=0.493  t=2.9s
  [qwen3_1_7b|sdar] step=19/150 loss=0.0212  reward=0.0208  gate_active=0.229  gate_mag=0.431  t=2.9s
  [qwen3_1_7b|sdar] step=20/150 loss=0.0231  reward=0.0440  gate_active=0.255  gate_mag=0.452  t=2.9s
  [qwen3_1_7b|sdar] step=21/150 loss=0.0207  reward=0.0000  gate_active=0.174  gate_mag=0.431  t=2.9s
  [qwen3_1_7b|sdar] step=22/150 loss=0.0132  reward=0.0000  gate_active=0.289  gate_mag=0.455  t=2.9s
  [qwen3_1_7b|sdar] step=23/150 loss=0.0122  reward=0.0104  gate_active=0.301  gate_mag=0.473  t=3.1s
  [qwen3_1_7b|sdar] step=24/150 loss=0.0047  reward=0.0000  gate_active=0.151  gate_mag=0.422  t=3.1s
  [qwen3_1_7b|sdar] step=25/150 loss=0.0124  reward=0.0851  gate_active=0.163  gate_mag=0.422  t=2.9s
  [qwen3_1_7b|sdar] step=26/150 loss=0.0425  reward=0.0000  gate_active=0.127  gate_mag=0.380  t=2.9s
  [qwen3_1_7b|sdar] step=27/150 loss=0.0185  reward=0.0000  gate_active=0.128  gate_mag=0.420  t=2.9s
  [qwen3_1_7b|sdar] step=28/150 loss=0.0273  reward=0.0831  gate_active=0.265  gate_mag=0.436  t=3.0s
  [qwen3_1_7b|sdar] step=29/150 loss=0.0116  reward=0.0272  gate_active=0.304  gate_mag=0.439  t=3.1s
  [qwen3_1_7b|sdar] step=30/150 loss=0.0125  reward=0.0000  gate_active=0.241  gate_mag=0.429  t=3.0s
  [qwen3_1_7b|sdar] step=31/150 loss=0.0044  reward=0.0000  gate_active=0.212  gate_mag=0.424  t=3.0s
  [qwen3_1_7b|sdar] step=32/150 loss=0.0192  reward=0.0000  gate_active=0.131  gate_mag=0.424  t=3.1s
  [qwen3_1_7b|sdar] step=33/150 loss=0.0134  reward=0.2191  gate_active=0.154  gate_mag=0.440  t=2.9s
  [qwen3_1_7b|sdar] step=34/150 loss=0.0229  reward=0.0000  gate_active=0.196  gate_mag=0.442  t=2.9s
  [qwen3_1_7b|sdar] step=35/150 loss=0.0085  reward=0.0451  gate_active=0.329  gate_mag=0.471  t=2.9s
  [qwen3_1_7b|sdar] step=36/150 loss=0.0168  reward=0.0000  gate_active=0.403  gate_mag=0.440  t=3.0s
  [qwen3_1_7b|sdar] step=37/150 loss=0.0215  reward=0.0000  gate_active=0.209  gate_mag=0.424  t=3.0s
  [qwen3_1_7b|sdar] step=38/150 loss=0.0123  reward=0.1797  gate_active=0.321  gate_mag=0.416  t=2.9s
  [qwen3_1_7b|sdar] step=39/150 loss=0.0098  reward=0.0000  gate_active=0.192  gate_mag=0.370  t=2.9s
  [qwen3_1_7b|sdar] step=40/150 loss=0.0097  reward=0.0000  gate_active=0.140  gate_mag=0.412  t=2.9s
  [qwen3_1_7b|sdar] step=41/150 loss=0.0145  reward=0.0000  gate_active=0.168  gate_mag=0.386  t=3.0s
  [qwen3_1_7b|sdar] step=42/150 loss=0.0162  reward=0.0684  gate_active=0.126  gate_mag=0.391  t=3.0s
  [qwen3_1_7b|sdar] step=43/150 loss=0.0183  reward=0.0411  gate_active=0.119  gate_mag=0.399  t=3.0s
  [qwen3_1_7b|sdar] step=44/150 loss=0.0197  reward=0.0665  gate_active=0.167  gate_mag=0.398  t=2.9s
  [qwen3_1_7b|sdar] step=45/150 loss=0.0349  reward=0.1136  gate_active=0.129  gate_mag=0.404  t=2.9s
  [qwen3_1_7b|sdar] step=46/150 loss=0.0166  reward=0.0233  gate_active=0.330  gate_mag=0.416  t=2.9s
  [qwen3_1_7b|sdar] step=47/150 loss=0.0037  reward=0.5000  gate_active=0.369  gate_mag=0.454  t=2.9s
  [qwen3_1_7b|sdar] step=48/150 loss=0.0043  reward=0.0347  gate_active=0.356  gate_mag=0.463  t=2.9s
  [qwen3_1_7b|sdar] step=49/150 loss=0.0198  reward=0.0447  gate_active=0.111  gate_mag=0.421  t=2.9s
  [qwen3_1_7b|sdar] step=50/150 loss=0.0130  reward=0.0473  gate_active=0.189  gate_mag=0.428  t=2.9s
  [qwen3_1_7b|sdar] step=51/150 loss=0.0270  reward=0.0000  gate_active=0.180  gate_mag=0.369  t=2.9s
  [qwen3_1_7b|sdar] step=52/150 loss=0.0157  reward=0.0000  gate_active=0.301  gate_mag=0.435  t=3.0s
  [qwen3_1_7b|sdar] step=53/150 loss=0.0056  reward=0.0000  gate_active=0.454  gate_mag=0.440  t=2.9s
  [qwen3_1_7b|sdar] step=54/150 loss=0.0105  reward=0.0352  gate_active=0.324  gate_mag=0.412  t=2.9s
  [qwen3_1_7b|sdar] step=55/150 loss=0.0255  reward=0.2100  gate_active=0.295  gate_mag=0.454  t=3.0s
  [qwen3_1_7b|sdar] step=56/150 loss=0.0141  reward=0.0000  gate_active=0.282  gate_mag=0.410  t=2.9s
  [qwen3_1_7b|sdar] step=57/150 loss=0.0038  reward=0.0000  gate_active=0.408  gate_mag=0.463  t=2.9s
  [qwen3_1_7b|sdar] step=58/150 loss=0.0151  reward=0.0503  gate_active=0.203  gate_mag=0.428  t=2.9s
  [qwen3_1_7b|sdar] step=59/150 loss=0.0097  reward=0.0000  gate_active=0.284  gate_mag=0.438  t=2.9s
  [qwen3_1_7b|sdar] step=60/150 loss=0.0293  reward=0.0329  gate_active=0.105  gate_mag=0.411  t=3.0s
  [qwen3_1_7b|sdar] step=61/150 loss=0.0063  reward=0.1398  gate_active=0.166  gate_mag=0.425  t=2.9s
  [qwen3_1_7b|sdar] step=62/150 loss=0.0028  reward=0.0000  gate_active=0.420  gate_mag=0.439  t=2.9s
  [qwen3_1_7b|sdar] step=63/150 loss=0.0216  reward=0.0000  gate_active=0.194  gate_mag=0.402  t=3.1s
  [qwen3_1_7b|sdar] step=64/150 loss=0.0098  reward=0.0000  gate_active=0.266  gate_mag=0.372  t=2.9s
  [qwen3_1_7b|sdar] step=65/150 loss=0.0092  reward=0.0347  gate_active=0.199  gate_mag=0.419  t=2.9s
  [qwen3_1_7b|sdar] step=66/150 loss=0.0086  reward=0.0000  gate_active=0.196  gate_mag=0.352  t=3.1s
  [qwen3_1_7b|sdar] step=67/150 loss=0.0125  reward=0.0000  gate_active=0.279  gate_mag=0.436  t=2.9s
  [qwen3_1_7b|sdar] step=68/150 loss=0.0106  reward=0.0000  gate_active=0.212  gate_mag=0.408  t=2.9s
  [qwen3_1_7b|sdar] step=69/150 loss=0.0108  reward=0.0000  gate_active=0.227  gate_mag=0.425  t=3.1s
  [qwen3_1_7b|sdar] step=70/150 loss=0.0127  reward=0.0000  gate_active=0.198  gate_mag=0.407  t=2.9s
  [qwen3_1_7b|sdar] step=71/150 loss=0.0225  reward=0.0093  gate_active=0.256  gate_mag=0.421  t=2.9s
  [qwen3_1_7b|sdar] step=72/150 loss=0.0045  reward=0.0000  gate_active=0.450  gate_mag=0.494  t=2.9s
  [qwen3_1_7b|sdar] step=73/150 loss=0.0211  reward=0.0442  gate_active=0.177  gate_mag=0.395  t=3.0s
